Market,Symbol,StockName,StockEnName
HOSE,VCF,CTCP VINACAFE BIEN HOA,VinaCafé Bien Hoa Joint Stock Company
HOSE,VCG,TONG CTCP XNK VA XD VN,Vietnam Construction And Import - Export Joint Stock Corporation
HOSE,VCI,CTCP CHUNG KHOAN VIETCAP,Vietcap Securities Joint Stock Company
HNX,VCM,Công ty Cổ phần BV Life,BV Life Joint Stock Company
UPCOM,VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP,VCP Power & Construction Joint Stock Company
UPCOM,VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Vinaconex Investment and Tourism Development Joint Stock Company
HNX,VCS,Công ty Cổ phần VICOSTONE,VICOSTONE Joint Stock Company
UPCOM,VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Vinaconex's Construction Consultant Joint Stock Company
UPCOM,VCW,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Song Da Water Investment Joint Stock Company
UPCOM,VCX,Công ty Cổ phần Xi măng Yên Bình,YenBinh Cement Joint - Stock Company
UPCOM,VDB,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Dong Bac Transport and Processing of Coal Joint Stock Company
HNX,VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Lam Dong Foodstuffs Joint Stock Company
UPCOM,VDN,Công ty Cổ phần Vinatex Đà Nẵng,Vinatex Da Nang Joint Stock Company
HOSE,VDP,CTCP DUOC PHAM TU VIDIPHA,VIDIPHA Central Pharmaceutical Joint Stock Company
HOSE,VDS,CTCP CK RONG VIET,Viet Dragon Securities Corporation
UPCOM,VDT,Công ty Cổ phần Lưới thép Bình Tây,Binh Tay Steel Netting Joint Stock Company
HNX,VE1,Công ty Cổ phần Xây dựng điện VNECO 1,VNECO 1 Electricity Construction Joint Stock Company
UPCOM,VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,VNECO 2 Electricity Construction Joint Stock Company
HNX,VE3,Công ty Cổ phần Xây dựng điện VNECO 3,VNECO 3 Electricity Construction Joint Stock Company
HNX,VE4,Công ty Cổ phần Xây dựng điện VNECO4,VNECO4 Electricity Construction Joint Stock Company
HNX,VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Vneco 8 Electricity Construction Joint Stock Corporation
UPCOM,VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,VNECO 9 Investment & Construction Joint Stock Company
UPCOM,VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Vietnam Engine and Agricultural Machinery Corporation
UPCOM,VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Vietnam Electronics And Informatics Joint Stock Corporation
UPCOM,VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Vietnam Exhibition Fair Centre Joint Stock Company
UPCOM,VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Meca Vneco Investment And Electricity Construction Joint Stock Company
UPCOM,VET,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,NAVETCO National Veterinary Joint Stock Company
UPCOM,VFC,Công ty Cổ phần VINAFCO,Vinafco Joint Stock Corporation
HOSE,VFG,CTCP KHU TRUNG VIET NAM,Vietnam Fumigation Joint Stock Company
UPCOM,VFR,Công ty Cổ phần Vận tải và Thuê tàu,Transport and Chartering Corporation
HNX,VFS,Công ty Cổ phần Chứng khoán Nhất Việt,Viet First Securities Corporation
HOSE,VGC,TCT VIGLACERA - CTCP,Viglacera Corporation
UPCOM,VGG,Tổng Công Ty Cổ phần May Việt Tiến,Viet Tien Garment Corporation
UPCOM,VGI,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Viettel Global Investment Joint Stock Company
UPCOM,VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Vingal Vnsteel Industries Joint Stock Company
HNX,VGP,Công ty Cổ phần Cảng Rau Quả,The Vegetexco Port Joint Stock Company
UPCOM,VGR,Công ty Cổ phần Cảng xanh VIP,VIP Green Port Joint Stock Company
HNX,VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Vietnam Germany Steel Pipe Joint Stock Company
UPCOM,VGT,Tập đoàn Dệt May Việt Nam,Vietnam National Textile And Garment Group
UPCOM,VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Vietnam National Construction Consultant Corporation - JSC
HOSE,VHC,CTCP VINH HOAN,Vinh Hoan Corporation
UPCOM,VHD,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,VINAHUD Urban and Housing Development Investment Joint Stock Company
HNX,VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Viet Nam Herbs and Foods Joint Stock Company
UPCOM,VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Vinh Ha Food Processing And Construction Joint Stock Company
UPCOM,VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Viet Trung Nam Investment and Development Joint Stock Company
UPCOM,VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Thanh Dat Investment House Trading Joint Stock Company
HNX,VHL,Công ty Cổ phần Viglacera Hạ Long,Viglacera Ha Long Joint Stock Company
HOSE,VHM,CTCP VINHOMES,Vinhomes Joint Stock Company
HNX,VHM121024,,
HNX,VHM121025,,
HOSE,VIB,NGAN HANG TMCP QUOC TE VN,Viet Nam International Commercial Joint Stock Bank
HOSE,VIC,TAP DOAN VINGROUP-CTCP,VinGroup Joint Stock Company
HNX,VIC123028,,
HNX,VIC123029,,
HNX,VIC124003,,
HNX,VIC124004,,
HNX,VIC124005,,
HOSE,VID,CTCP DT PT TM VIEN DONG,Vien Dong Investment Development Trading Corporation
UPCOM,VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,VITECO Vietnam Telecommunications Technology Joint Stock Company
HNX,VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,VietNam Forestry Corporation - Joint Stock Company
HNX,VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Viet Nam Financial Investment Securities Corporation
UPCOM,VIH,Công ty Cổ phần Viglacera Hà Nội,Viglacera Ha Noi Joint Stock Company
UPCOM,VIM,Công ty Cổ phần Khoáng sản Viglacera,Viglacera Mineral Joint Stock Company
UPCOM,VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,VINATRANS
HOSE,VIP,CTCP V.TAI X.DAU VIPCO,Vietnam Petroleum Transport Joint Stock Company
UPCOM,VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,VungTau Intourco Resort Joint Stock Company
HNX,VIT,Công ty Cổ phần Viglacera Tiên Sơn,Viglacera Tien Son Joint Stock Company
UPCOM,VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Vietnam Water and Environment Investment Corporation - JSC
HOSE,VIX,CTCP CHUNG KHOAN VIX,VIX Securities Joint Stock Company
HOSE,VJC,CTCP HANG KHONG VIETJET,VietJet Aviation Joint Stock Company
UPCOM,VKC,Công ty Cổ phần VKC Holdings,VKC Holdings Joint Stock Company
UPCOM,VKP,Công ty Cổ phần Nhựa Tân Hóa,Viky Plastic Joint Stock Company
HNX,VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Van Lang Technology Development and Investment Joint Stock Company
UPCOM,VLB,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,Bien Hoa Building Materials Production and Construction Joint Stock Company
UPCOM,VLC,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Vietnam LiveStock Corporation - Joint Stock Company
UPCOM,VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,VinhLong Cereal and Food Corporation
UPCOM,VLG,Công ty Cổ phần VIMC Logistics,VIMC Logistics Joint Stock Company
UPCOM,VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Vinh Long Public Works Joint Stock Company
UPCOM,VLW,Công ty Cổ phần Cấp nước Vĩnh Long,Vinh Long Water Supply Joint Stock Company
UPCOM,VMA,Công ty Cổ phần Công nghiệp Ô tô Vinacomin,Vinacomin Motor Industry Joint Stock Company
HNX,VMC,Công ty Cổ phần VIMECO,Vimeco Joint Stock Company
HOSE,VMD,CTCP Y DP VIMEDIMEX,Vimedimex Medi - Pharma Joint Stock Company
UPCOM,VMG,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Vung Tau Petroleum Trading and Services Joint Stock Company
UPCOM,VMK,Công ty Cổ Phần Vimarko,Vimarko Joint Stock Company
HNX,VMS,Công ty Cổ phần Phát triển Hàng Hải,Vietnam Maritime Development Joint Stock Company
UPCOM,VMT,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Vina Trans Da Nang Joint Stock Company
DERIVATIVES,VN30F2408,,
DERIVATIVES,VN30F2409,,
DERIVATIVES,VN30F2412,,
DERIVATIVES,VN30F2503,,
UPCOM,VNA,Công ty Cổ phần Vận tải biển Vinaship,Vinaship Joint Stock Company
UPCOM,VNB,Công ty Cổ phần Sách Việt Nam,Vietnam Books Joint Stock Company
HNX,VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Vinacontrol Group Corporation
HOSE,VND,CTCP CHUNG KHOAN VNDIRECT,VNDIRECT Securities Corporation
HNX,VND122014,,
HOSE,VNE,TONG CTCP XD DIEN VN,Vietnam Electricity Construction Joint Stock Corporation
HNX,VNF,Công ty Cổ phần Vinafreight,Vinafreight Joint Stock Company
HOSE,VNG,CTCP DL THANH THANH CONG,Thanh Thanh Cong Tourism Joint Stock Company
HNX,VNG122002,,
UPCOM,VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Viet Viet Nhat Investment Corporation
UPCOM,VNI,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,Vietnam Land Investment Corporation
HOSE,VNL,CTCP LOGISTICS VINALINK,Vinalink Logistics Joint Stock Company
HOSE,VNM,CTCP SUA VIET NAM,Vietnam Dairy Products Joint Stock Company
UPCOM,VNP,Công ty Cổ phần Nhựa Việt Nam,Vietnam Plastic Corporation
HNX,VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Viet Nam National Reinsurance Corporation
HOSE,VNS,CTY CP ANH DUONG VIET NAM,Vietnam Sun Corporation
HNX,VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,The Van Cargoes and Foreign Trade Logistics Joint Stock Company
UPCOM,VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Vietnam National Trade Fair And Advertising Company
UPCOM,VNY,Công ty Cổ phần Thuốc thú y Trung ương I,Vietnam Vererinary Products Joint Stock Company
UPCOM,VNZ,Công ty Cổ phần VNG,VNG Corporation
UPCOM,VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Vietnam Vegetable Oils Industry Corporation 
HOSE,VOS,CTCP VAN TAI BIEN VN,Vietnam Ocean Shipping Joint Stock Company
UPCOM,VPA,Công ty Cổ phần Vận tải Hóa dầu VP,VP Petrochemical Transport Joint Stock Company
HOSE,VPB,NHTM CP VN THINH VUONG,Vietnam Prosperity Joint Stock Commercial Bank
UPCOM,VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Vietnam Power Investment and Development Joint Stock Company
HOSE,VPD,CTCP PT DIEN LUC VIET NAM,Vietnam Power Development Joint Stock Company
HOSE,VPG,CTCP DT TM XNK VIET PHAT,Viet Phat Import Export Trading Investment Joint Stock Company
HOSE,VPH,CTCP VAN PHAT HUNG,Van Phat Hung Corporation
HOSE,VPI,CTCP DT VAN PHU - INVEST,Van Phu - Invest Investment Joint Stock Company
HNX,VPI124001,,
UPCOM,VPR,Công ty Cổ phần VINAPRINT,VINAPRINT Corporation
HOSE,VPS,CTCP THUOC SAT TRUNG VN,Vietnam Pesticide Joint Stock Company
UPCOM,VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Vinhphuc No1 Water Supply and Drainage Joint Stock Company
UPCOM,VQC,Công ty Cổ phần Giám định Vinaconmin,VINACOMIN QUACONTROL Joint-stock Company
HOSE,VRC,CTCP BDS VA DT VRC,VRC Real Estate and Investment Joint Stock Company
HOSE,VRE,CTCP VINCOM RETAIL,Vincom Retail Joint Stock Company
HNX,VRE12007,TP CTCP VINCOM RETAIL,
UPCOM,VRG,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,Viet Nam Rubber Industrial Zone and Urban Development Joint Stock Company
HNX,VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Vietnam Ocean Shipping Agency Corporation
HOSE,VSC,CTCP CONTAINER VIET NAM,Viet Nam Container Shipping Joint Stock Company
UPCOM,VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Vietnam Expressway Services Joint Stock Company
UPCOM,VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Vietnam Southern Food Corporation - Joint Stock Company
UPCOM,VSG,Công ty Cổ phần Container Phía Nam,Southern Vietnam Container Shipping Joint Stock Company
HOSE,VSH,CTCP THUY DIEN VS-SH,Vinh Son - Song Hinh Hydropower Joint Stock Company
HOSE,VSI,CTCP DT&XD CAP THOAT NUOC,Water Supply Sewerage Construction and Investment Joint Stock Company
HNX,VSM,Công ty Cổ phần Container Miền Trung,Central Container Joint Stock Company
UPCOM,VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,VISSAN Joint Stock Company
UPCOM,VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Viet Nam Sea Transport and Chartering Joint Stock Company
UPCOM,VTA,Công ty Cổ phần VITALY,Vitaly Joint Stock Company
HOSE,VTB,CTCP VIETTRONICS TAN BINH,Viettronics Tan Binh Joint Stock Company
HNX,VTC,Công ty Cổ phần Viễn Thông VTC,VTC Telecommunications Joint Stock Company
UPCOM,VTD,Công ty Cổ phần Vietourist Holdings,Vietourist Holdings Joint Stock Company
UPCOM,VTE,Công ty Cổ phần VINACAP Kim Long,VINACAP Kim Long Joint Stock Company
UPCOM,VTG,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Ba Ria - Vung tau Tourist Joint Stock Company
HNX,VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Viet Thai Electric Cable Corporation
UPCOM,VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Textile - Garment Import - Export and Production Joint Stock Company
HNX,VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,VI NA TA BA Trading & Investment Joint Stock Company
UPCOM,VTK,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Viettel Consultancy and Services Joint Stock Company
UPCOM,VTL,Công ty Cổ phần Vang Thăng Long,Thang Long Wine Joint Stock Company
UPCOM,VTM,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Vinacomin - Transportation and Miner Commuting Service Joint Stock Company
HOSE,VTO,CTCP VT XANG DAU VITACO,Vietnam Tanker Joint Stock Company
HOSE,VTP,TCTCP BUU CHINH VIETTEL,Viettel Post Joint Stock Corporation
UPCOM,VTQ,Công ty Cổ phần Việt Trung Quảng Bình,Viet Trung Quang Binh Joint Stock Company
UPCOM,VTR,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,Vietnam Travel and Marketing Transports Joint stock Company - Vietravel
UPCOM,VTS,Công ty Cổ phần Gạch Ngói Từ Sơn,Tu Son Brick Tile Joint Stock Company
HNX,VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,VICEM Energy And Environment Joint Stock Company
UPCOM,VTX,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,VIETRANSTIMEX Multimodal Transport Holding Company
HNX,VTZ,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,Viet Thanh Plastic Trading and Manufacturing Joint Stock Company
UPCOM,VUA,Công ty Cổ phần Chứng khoán Stanley Brothers,Stanley Brothers Securities Incorporation
UPCOM,VVN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,Vietnam Industrial Construction Corporation
UPCOM,VVS,Công ty Cổ phần Đầu tư Phát triển Máy Việt Nam,Vietnam Machine Investment Development Joint Stock Company
UPCOM,VW3,Công ty Cổ phần VIWASEEN3,VIWASEEN 3 Joint Stock Company
UPCOM,VWS,Công ty Cổ phần Nước và Môi trường Việt Nam,"Vietnam Water, Sanitation and Environment Joint Stock Company"
UPCOM,VXB,Công ty Cổ phần Vật liệu xây dựng Bến Tre,Ben Tre Construction Material Joint Stock Company
UPCOM,VXP,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,VETVACO National Veterinary Joint Stock Company
UPCOM,VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Transport Warehousing and Trade Service Joint Stock Company
HNX,WCS,Công ty Cổ phần Bến xe Miền Tây,West Coach Station Joint Stock Company
UPCOM,WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Western - Sai Gon Beer Joint Stock Company
HNX,WSS,Công ty Cổ phần Chứng khoán Phố Wall,Wall Street Securities Company
UPCOM,WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,Vinacomin - Waterway Transport Joint Stock Company
HNX,X20,Công ty Cổ phần X20,X20 Joint Stock Company
UPCOM,X26,Công ty Cổ phần 26,26 Joint Stock Company
UPCOM,X77,Công ty Cổ phần Thành An 77,Thanh An 77 Joint Stock Company
UPCOM,XDH,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Hanoi Civil Construction Investment Joint Stock Company
UPCOM,XHC,Công ty Cổ phần Xuân Hòa Việt Nam,XuanHoa Viet Nam Joint Stock Company
UPCOM,XLV,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,Song Da Construction and Service Joint Stock Company
UPCOM,XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Xuan Mai Investment and Construction Corporation
UPCOM,XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,Xuan Mai - Dao Tu Joint Stock Company
UPCOM,XMP,Công ty Cổ phần Thủy điện Xuân Minh,Xuan Minh Hydro Power Joint Stock Company
UPCOM,XPH,Công ty Cổ phần Xà phòng Hà Nội,Hanoi Soap Joint Stock Company
UPCOM,YBC,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,YenBai Cement and Minerals Joint Stock Company
HOSE,YBM,CTCP KHOANGSAN CN YEN BAI,Yen Bai Industry Mineral Joint Stock Company
HOSE,YEG,CTCP TAP DOAN YEAH1,Yeah1 Group Corporation
UPCOM,YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Ho Chi Minh City Medical Import Export Joint Stock Company
