Market,Symbol,StockName,StockEnName
HNX,INC,Công ty Cổ phần Tư vấn Đầu tư IDICO,IDICO Investment Consultancy Joint Stock Company
UPCOM,ING,Công ty Cổ phần Đầu Tư Và Phát Triển Xây Dựng,Investment & Construction Development Corporation
HNX,INN,Công ty Cổ phần Bao bì và In Nông nghiệp,Agriculture Printing And Packaging Joint Stock Company
HNX,IPA,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,I.P.A Investments Group Joint Stock Company
UPCOM,IRC,Công ty Cổ phần Cao su Công nghiệp,Industrial Rubber Joint Stock Company
UPCOM,ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,International Shipping and Labour Cooperation Joint Stock Company
UPCOM,ISH,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,IDICO Srok Phu Mieng Hydropower Joint Stock Company
UPCOM,IST,Công ty Cổ phần ICD Tân Cảng Sóng Thần,Tan Cang Song Than ICD Joint Stock Company
HOSE,ITA,CTCP DT&CN TAN TAO,Tan Tao Investment and Industry Corporation
HOSE,ITC,CTCP DT KINH DOANH NHA,Investment and Trading of Real Estate Joint stock Company
HOSE,ITD,CTCP CONG NGHE TIEN PHONG,Innovative Technology Development Corporation
HNX,ITQ,Công ty Cổ phần Tập đoàn Thiên Quang,Thien Quang Group Joint Stock Company
UPCOM,ITS,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin","Vinacomin - Investment, Trading and Service Joint Stock Company"
HNX,IVS,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Guotai Junan Securities (Vietnam) Corp.
UPCOM,JOS,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Minh Hai Export Frozen Seafood Processing Joint Stock Company
HOSE,JVC,CTCP TB Y TE VIET NHAT,Japan Vietnam Medical Investment and Development Joint Stock Company
UPCOM,KAC,Công ty Cổ phần Đầu tư Địa ốc Khang An,Khang An Investment Real Estate Joint Stock Company
HOSE,KBC,TCT PT DT KINH BAC-CTCP,Kinh Bac City Development Holding Corporation
UPCOM,KCB,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,Cao Bang Mineral and Metallurgical Joint Stock Company
UPCOM,KCE,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Khanh Hoa Power Centrifugal Concrete Joint Stock Company
HOSE,KDC,CTCP TAP DOAN KIDO,KIDO Group Corporation
HOSE,KDH,CTCP DT&KD NHA KHANG DIEN,Khang Dien House Trading and Investment Joint Stock Company
HNX,KDM,Công ty Cổ phần Tập đoàn GCL,GCL Group Joint Stock Company
UPCOM,KGM,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,Kien Giang Import & Export Joint Stock Company
UPCOM,KHD,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",Hai Duong Mineral Eineal Processing Joint Stock Company
HOSE,KHG,CTCP TD KHAI HOAN LAND,Khai Hoan Land Group Joint Stock Company
UPCOM,KHL,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,Hung Long Mineral And Building Material Joint Stock Company
HOSE,KHP,CTCP DIEN LUC KHANH HOA,Khanh Hoa Power Joint Stock Company
HNX,KHS,Công ty Cổ phần Kiên Hùng,Kien Hung Joint Stock Company
UPCOM,KHW,Công ty Cổ phần Cấp thoát nước Khánh Hòa,Khanh Hoa Water Supply And Sewerage Joint Stock Company
UPCOM,KIP,Công ty Cổ phần K.I.P Việt Nam,Vietnam K.I.P Joint Stock Company
HNX,KKC,Công ty Cổ phần Tập đoàn Thành Thái,Thanh Thai Group Joint Stock Company
UPCOM,KLB,Ngân hàng Thương mại Cổ phần Kiên Long,Kien Long Commercial Joint Stock Bank
UPCOM,KLF,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,CFS Investment and Import Export Trading Joint Stock Company
HOSE,KMR,CTY CO PHAN MIRAE,MIRAE Joint Stock Company
HNX,KMT,Công ty Cổ phần Kim khí Miền Trung,Central Vietnam Metal Corporation
HOSE,KOS,CTCP KOSY,KOSY Joint Stock Company
HOSE,KPF,CTCP DT TAI SAN KOJI,KOJI Asset Investment Joint Stock Company
HOSE,KSB,CTCP KS & XD BINH DUONG,Binh Duong Mineral And Construction Joint Stock Company
HNX,KSD,Công ty Cổ phần Đầu tư DNA,DNA Investement Joint Stock Company
HNX,KSF,Công ty cổ phần Tập đoàn Sunshine,Sunshine Group Joint Stock Company
UPCOM,KSH,Công ty Cổ phần Damac GLS,Damac GLS Joint Stock Company
HNX,KSQ,Công ty Cổ phần CNC Capital Việt Nam,CNC Capital Viet Nam Joint Stock Company
HNX,KST,Công ty Cổ phần KASATI,Kasati Joint Stock Company
HNX,KSV,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Vinacomin - Minerals Holding Corporation
UPCOM,KTC,Công ty Cổ phần Thương mại Kiên Giang,Kien Giang Trading Joint Stock Company
UPCOM,KTL,Công ty Cổ phần Kim khí Thăng Long,ThangLong Metal Wares Joint Stock Company
HNX,KTS,Công ty Cổ phần Đường Kon Tum,Kon Tum Sugar Joint Stock Company
HNX,KTT,Công ty Cổ phần Tập đoàn Đầu tư KTT,KTT Investment Group Joint Stock Company
UPCOM,KTW,Công ty Cổ phần Cấp nước Kon Tum,Kon Tum Water Supply Joint Stock Company
UPCOM,KVC,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Kim Vi Inox Import Export Production Joint Stock Company
HOSE,L10,CT CP LILAMA 10,Lilama 10 Joint Stock Company
UPCOM,L12,Công ty Cổ phần Licogi 12,Licogi 12 Joint Stock Company
HNX,L14,Công ty Cổ phần Licogi 14,Licogi 14 Joint Stock Company
HNX,L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,Construction and Investment Joint Stock Company No18
UPCOM,L35,Công ty Cổ phần Cơ khí Lắp máy Lilama,Erection Mechanical Joint Stock Company
HNX,L40,Công ty Cổ phần Đầu tư và Xây dựng 40,40 Investment and Construction Joint Stock Company
UPCOM,L43,Công ty Cổ phần Lilama 45.3,Lilama 45.3 Joint Stock Company
UPCOM,L44,Công ty Cổ phần Lilama 45.4,LILAMA 45.4 Joint Stock Company
UPCOM,L45,Công ty Cổ phần Lilama 45.1,Lilama 45.1 Joint Stock Company
UPCOM,L61,Công ty Cổ phần Lilama 69-1,Lilama 69-1 Joint Stock Company
UPCOM,L62,Công ty Cổ phần Lilama 69 - 2,LILAMA 69 - 2 Joint Stock Company
UPCOM,L63,Công ty Cổ phần Lilama 69-3,Lilama 69-3 Joint Stock Company
HOSE,LAF,CTCP CB HANG XK LONG AN,Long An Food Processing Export Joint Stock Company
UPCOM,LAI,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,IDICO-Long An Investment Construction Joint Stock Company
HNX,LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Lam Thao Fertilizers & Chemicals Joint Stock Company
UPCOM,LAW,Công ty Cổ phần Cấp thoát nước Long An,Long An Water Supply Sewerage Joint Stock Company
UPCOM,LBC,Công ty Cổ phần Thương mại - Đầu tư Long Biên,Long Bien Joint Stock Company
HNX,LBE,Công ty Cổ phần Đầu tư và Thương mại LABECO,LABECO Investment And Trading Joint Stock Company
HOSE,LBM,CTCP VAT LIEU XD LAM DONG,Lam Dong Minerals And Building Materials Joint Stock Company
UPCOM,LCC,Công ty Cổ phần Xi măng Hồng Phong,Hong Phong Cement Joint Stock Company
HNX,LCD,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Erection - Electromechanics Testing Joint Stock Company
HOSE,LCG,CTCP LIZEN,Lizen Joint Stock Company
UPCOM,LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Lao Cai Mining and Mineral Processing Joint Stock Company
UPCOM,LCS,Công ty Cổ phần Licogi 16.6,Licogi 16.6 Joint Stock Company
HOSE,LDG,CTCP DAU TU LDG,LDG Investment Joint stock Company
HNX,LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Lam Dong Pharmaceutical Joint Stock Company
UPCOM,LDW,Công ty Cổ phần Cấp thoát nước Lâm Đồng,Lam Dong Water Supply And Sewerage Joint Stock Company
HOSE,LEC,CTCP BDS DL MIEN TRUNG,Central Power Real Estate Joint Stock Company
UPCOM,LG9,Công ty Cổ phần Cơ giới và Xây lắp số 9,Mechanized Construction And Installation Joint Stock Company No9
HOSE,LGC,CTCP DAU TU CAU DUONG CII,CII Bridges and Roads Investment Joint Stock Company
HOSE,LGL,CTCP DTPT DT LONG GIANG,Long Giang Investment and Urban Development Joint-stock Company
UPCOM,LGM,Công ty Cổ phần Giày da và may mặc xuất khẩu (Legamex),Leather Footwear and Garment Making Export Corporation
HNX,LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Lam Dong Investment Hydraulic Construction Joint Stock Company
HOSE,LHG,CTCP LONG HAU,Long Hau Corporation
UPCOM,LIC,Tổng Công ty LICOGI - Công ty Cổ phần,LICOGI Corporation - JSC
HNX,LIG,Công ty Cổ phần Licogi 13,Licogi 13 Joint Stock Company
HOSE,LIX,CTCP BOT GIAT LIX,Lix Detergent Joint Stock Company
UPCOM,LKW,Công ty Cổ phần Cấp nước Long Khánh,Long Khanh Water Supply Joint Stock Company
UPCOM,LLM,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,Vietnam Machinery Installation Corporation - JSC
UPCOM,LM3,Công ty Cổ phần Lilama 3,Lilama 3 Joint Stock Company
UPCOM,LM7,Công ty Cổ phần Lilama 7,Lilama 7 Joint Stock Company
HOSE,LM8,CTCP LILAMA 18,Lilama 18 Joint Stock Company
UPCOM,LMC,Công ty Cổ phần Long Beach LMC,Long Beach LMC Joint Stock Company
UPCOM,LMH,Công ty Cổ phần Quốc Tế Holding,Quoc te Holding Joint Stock Company
UPCOM,LMI,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,IDICO Machinery Erection Construction Investment Joint Stock Company
UPCOM,LNC,Công ty Cổ phần Lệ Ninh,Le Ninh Joint Stock Company
UPCOM,LO5,Công ty Cổ phần Lilama 5,Lilama 5 Joint Stock Company
HOSE,LPB,NHTMCP BUU DIEN LIEN VIET,Fortune Vietnam Joint Stock Commercial Bank
HNX,LPB121036,,
HNX,LPB122011,,
HNX,LPB122012,,
HNX,LPB122013,,
HNX,LPB123008,,
HNX,LPB123009,,
HNX,LPB123015,,
HNX,LPB123016,,
UPCOM,LPT,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,Lap Phuong Thanh Production And Trading Joint Stock Company
UPCOM,LQN,Công ty Cổ phần Licogi Quảng Ngãi,Licogi Quang Ngai Joint Stock Company
UPCOM,LSG,Công ty Cổ phần Bất động sản Sài Gòn Vi na,Sai Gon Vina Land Joint Stock Company
HOSE,LSS,CTCP MIA DUONG LAM SON,Lam Son Suger Joint Stock Corporation
UPCOM,LTC,Công ty Cổ phần Điện nhẹ Viễn Thông,Low Current Telecommunication Joint Stock Company
UPCOM,LTG,Công ty Cổ phần Tập đoàn Lộc Trời,Loc Troi Group Joint-Stock Company
UPCOM,LUT,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Luong Tai Investment Construction Joint Stock Company
UPCOM,M10,Tổng công ty May 10 - Công ty Cổ phần,Garment 10 Corporation - Joint Stock Company
UPCOM,MA1,Công ty Cổ phần Thiết bị,Machinery Joint Stock Company
HNX,MAC,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Marine Supply And Engineering Service Joint Stock Company
HNX,MAS,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Danang Airport Services Joint Stock Company
HOSE,MBB,NGAN HANG TMCP QUAN DOI,Military Commercial Joint Stock Bank
HNX,MBG,Công ty Cổ phần Tập đoàn MBG,MBG Group Joint Stock Company
UPCOM,MBN,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,Bac Ninh Urban Environment and Public Works Joint Stock Company
HNX,MBS,Công ty Cổ phần Chứng khoán MB,MB Securities Joint Stock Company
HNX,MCC,Công ty Cổ phần Gạch ngói cao cấp,High - Grade Brick - Tile Corporation
HNX,MCF,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Mechanics Construction And Foodstuff Joint Stock Company
UPCOM,MCG,Công ty Cổ phần Năng lượng và Bất động sản MCG,MCG Energy and Real Estate Joint Stock Company
UPCOM,MCH,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Masan Consumer Corporation
HOSE,MCM,CTCP GIONG BO SUA MOC CHA,Moc Chau Dairy Cattle Breeding Joint Stock Company
HNX,MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,Investment and Construction BDC Viet Nam Joint Stock Company
HOSE,MCP,CTCP IN & BAO BI MY CHAU,My Chau Printing And Packaging Corporation
UPCOM,MDA,Công ty Cổ phần Môi trường Đô thị Đông Anh,Dong Anh Urban Environment Joint Stock Company
HNX,MDC,Công ty Cổ phần Than Mông Dương - Vinacomin,Vinacomin - Mong Duong Coal Joint Stock Company
UPCOM,MDF,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,MDF VRG - Quang Tri Wood Joint Stock Company
HOSE,MDG,CTCP MIEN DONG,Mien Dong Joint Stock Company
UPCOM,MEC,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Song Da Mechanical Assembiling Joint Stock Company
HNX,MED,Công ty Cổ phần Dược Trung ương Mediplantex,Mediplantex National Phamaceutical Joint Stock Company
UPCOM,MEF,Công ty Cổ phần MEINFA,MEINFA Joint Stock Company
HNX,MEL,Công ty Cổ phần Thép Mê Lin,Me Lin Steel Joint Stock Company
UPCOM,MES,Công ty Cổ phần Cơ điện Công trình,Mechanical Engineering Service Joint Stock Company
UPCOM,MFS,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Technical Services Joint Stock Company
UPCOM,MGC,Công ty Cổ phần Địa chất mỏ - TKV,Vinacomin - Mining Geology Joint Stock Comapny
UPCOM,MGG,Tổng Công ty Đức Giang - Công ty Cổ phần,Duc Giang Corporation
UPCOM,MGR,Công ty cổ phần Tập đoàn MGROUP,MGROUP Group Corporation
UPCOM,MH3,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,Binh Long Rubber Industrial Park Corporation
HOSE,MHC,CTCP MHC,MHC Joint Stock Company
HNX,MHL,Công ty Cổ phần Minh Hữu Liên,Minh Huu Lien Joint Stock Company
UPCOM,MIC,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Quang Nam Mineral Industry Joint Stock Company
UPCOM,MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Machines and Industrial Equipment Corporation
HOSE,MIG,TCT CP BAO HIEM QUAN DOI,Military Insurance Corporation
UPCOM,MIM,Công ty Cổ phần Khoáng sản và Cơ khí,Mineral and Mechanical Joint Stock Company
UPCOM,MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Mekophar Chemical Pharmaceutical Joint Stock Company
HNX,MKV,Công ty Cổ phần Dược Thú Y Cai Lậy,Cai Lay Veterinary Pharmaceutical Joint Stock Company
UPCOM,MLC,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Lao Cai Urban Environment Joint Stock Company
UPCOM,MLS,Công ty Cổ phần Chăn nuôi - Mitraco,Mitraco Livestock Joint Stock Company
UPCOM,MML,Công ty Cổ phần Masan MEATLife,Masan MEATLife Corporation
HNX,MML121021,,
UPCOM,MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,Nha Be Garment Corporation - Joint Stock Company
UPCOM,MND,Công ty Cổ phần Môi trường Nam Định,Nam Dinh Environment Joint Stock Company
UPCOM,MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Minh Phu Seafood Joint Stock Company
UPCOM,MPT,Công ty Cổ phần Tập đoàn MPT,MPT Group Joint Stock Company
UPCOM,MPY,Công ty Cổ phần Môi trường đô thị Phú Yên,Phu Yen Town Environment Joint Stock Company
UPCOM,MQB,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Quang Binh Environment and Urban Development Joint Stock Company
UPCOM,MQN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Quang Ngai Urban Environment Joint Stock Company
UPCOM,MRF,Công ty Cổ phần MERUFA,MERUFA Joint Stock Company
HOSE,MSB,NH TMCP HANG HAI VIET NAM,Vietnam Maritime Commercial Joint Stock Bank
HOSE,MSH,CTCP MAY SONG HONG,Song Hong Garment Joint Stock Company
HOSE,MSN,CTCP TAP DOAN MA SAN,Masan Group Corporation
HNX,MSN123008,,
HNX,MSN123009,,
HNX,MSN123010,,
HNX,MSN123014,,
UPCOM,MSR,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials Corporation
HNX,MST,Công ty Cổ phần Đầu tư MST,MST Investment Joint Stock Company
UPCOM,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Ha Tinh Minerals & Trading Joint Stock Corporation
UPCOM,MTB,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Thai Binh Environment And Urban Projects Joint Stock Company
UPCOM,MTC,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,My Tra Tourist Joint Stock Company
UPCOM,MTG,Công ty Cổ phần MT Gas,MT Gas Joint Stock Company
UPCOM,MTH,Công ty Cổ phần Môi trường Đô thị Hà Đông,Ha Dong Environment Public Service Joint Stock Company
UPCOM,MTL,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Tu Liem Urban Environment Service Joint Stock Company
UPCOM,MTP,Công ty Cổ phần Dược Medipharco,Medipharco Pharmaceutical Joint Stock Company
UPCOM,MTS,Công ty Cổ phần Vật tư - TKV,Vinacomin - Materials Trading Joint Stock Company
UPCOM,MTV,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Vung Tau Environment Services and Urban Project Joint Stock Company 
HNX,MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Vinacomin - Viet Bac Mining Industry Holding Corporation
UPCOM,MVC,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,Binh Duong Building Materials and Construction Company
UPCOM,MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Vietnam Maritime Corporation
HOSE,MWG,CTCP DT THE GIOI DI DONG,Mobile World Investment Corporation
HOSE,NAB,NH TMCP NAM A,Nam A Commercial Joint Stock Bank
UPCOM,NAC,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,National of General Construction Consultants Joint Stock Company
HOSE,NAF,CTCP NAFOODS GROUP,Nafoods Group Joint Stock Company
HNX,NAG,Công ty Cổ phần Tập đoàn Nagakawa,Nagakawa Group Joint Stock Company
HNX,NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Nghe Tinh Port Holding Joint Stock Company
UPCOM,NAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,Noibai Airport Services Joint Stock Company
UPCOM,NAU,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Nghe An Urban Environment and Works Joint Stock Company
HOSE,NAV,CTCP NAM VIET (NAVIFICO),Nam Viet Joint Stock Company
UPCOM,NAW,Công ty Cổ phần Cấp nước Nghệ An,Nghe An Water Supply Joint Stock Company
HOSE,NBB,CTCP DAU TU NAM BAY BAY,577 Investment Corporation
HNX,NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,Vinacomin NuiBeo Coal Joint Stock Company
UPCOM,NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,North Books and Educational Equipment Joint Stock Company
HNX,NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,Ninh Binh Thermal Power Joint-Stock Company
UPCOM,NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,Ben Tre Water Supply and Sewerage Joint Stock Company
HNX,NBW,Công ty Cổ phần Cấp nước Nhà Bè,Nha Be Water Supply Joint Stock Company
UPCOM,NCG,Công ty Cổ phần Tập đoàn Nova Consumer,Nova Consumer Group Joint Stock Company
UPCOM,NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Noibai Catering Services Joint Stock Company
HOSE,NCT,CTCP DV HANG HOA NOI BAI,Noibai Cargo Terminal Services Joint Stock Company
UPCOM,ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Northern Electricity Development and Investment Joint Stock Company No. 2
UPCOM,NDC,Công ty Cổ phần Nam Dược,Nam Duoc Joint Stock Company
UPCOM,NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Nam Dinh Export Foodstuff and Agricultutal Products Processing Joint Stock Company
HNX,NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,Danang Housing Investment Development Joint Stock Company
UPCOM,NDP,Công ty Cổ phần Dược phẩm 2/9,National Day Pharmaceutical Joint Stock Company
UPCOM,NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Nam Dinh Textile Garment Joint Stock Corporation
UPCOM,NDW,Công ty Cổ phần Cấp nước Nam Định,Nam Dinh Water Supply Joint Stock Company
HNX,NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Danang Housing Development Joint Stock Company
UPCOM,NED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,North - West Electric Investment and Development Joint Stock Company
UPCOM,NEM,Công ty Cổ phần Thiết bị Điện Miền Bắc,Northern Electric Equipment Joint Stock Company
HNX,NET,Công ty Cổ phần Bột giặt Net,Net Detergent Joint Stock Company
HNX,NFC,Công ty Cổ phần Phân lân Ninh Bình,Ninh Binh Phosphate Fertilizer Joint Stock Company
UPCOM,NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Ngo Quyen Processing Export Joint Stock Company
HOSE,NHA,TCT DTPT N&DT NAM HA NOI,Ha Noi South Housing and Urban Development Corporation
HNX,NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,Nhi Hiep Brick-Tile Joint Stock Company
HOSE,NHH,CTCP NHUA HA NOI,HaNoi Plastics Joint Stock Company
UPCOM,NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,NHP Production Import - Export Joint Stock Company
HOSE,NHT,CTCP SX & TM NAM HOA,Nam Hoa Trading & Production Corporation
UPCOM,NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Nirvana Health Vietnam Joint Stock Company 
UPCOM,NJC,Công ty Cổ phần May Nam Định,Nam Dinh Garment Joint Stock Company
HOSE,NKG,CTY CP THEP NAM KIM,Nam Kim Steel Joint Stock Company
HOSE,NLG,CTCP DAU TU NAM LONG,Nam Long Investment Corporation
UPCOM,NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Lang Son Water Supply and Drainage Joint Stock Company
HOSE,NNC,CTCP DA NUI NHO,Nui Nho Stone Joint Stock Company
UPCOM,NNT,Công ty Cổ phần Cấp nước Ninh Thuận,Ninh Thuan Water Supply Joint Stock Company
HOSE,NO1,CTCP TAP DOAN 911,911 Group Joint Stock Company
UPCOM,NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Oriental Shipping and Trading Joint Stock Company
HNX,NPM123021,,
HNX,NPM123022,,
HNX,NPM123023,,
HNX,NPM123024,,
UPCOM,NQB,Công ty Cổ phần Cấp nước Quảng Bình,Quang Binh Water Supply Joint Stock Company
UPCOM,NQN,Công ty Cổ phần Nước sạch Quảng Ninh,Quang Ninh Clean Water Joint Stock Company
UPCOM,NQT,Công ty Cổ phần Nước sạch Quảng Trị,Quang Tri Clean Water Joint Stock Company
HNX,NRC,Công ty Cổ phần Tập đoàn Danh Khôi,Danh Khoi Group Joint Stock Company
UPCOM,NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,Hanoi Water Supply Number 2 Joint Stock Company
HOSE,NSC,CTCP TD GIONG CT VN,Vietnam National Seed Group Joint Stock Company
UPCOM,NSG,Công ty Cổ phần Nhựa Sài Gòn,Sai Gon Plastic Joint Stock Company
HNX,NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Song Hong Aluminum Shalumi Group Joint Stock Company
UPCOM,NSL,Công ty Cổ phần Cấp nước Sơn La,SonLa Water Supply Joint Stock Company
UPCOM,NSS,Công ty Cổ phần Nông súc sản Đồng Nai,Dong Nai Agricultural Livestock Product Joint Stock Company
HNX,NST,Công ty Cổ phần Ngân Sơn,Ngan Son Joint Stock Company
HOSE,NT2,CTCP DLDK NHON TRACH 2,PetroVietnam Power Nhon Trach 2 Joint Stock Company
UPCOM,NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Transport Engineering Construction And Business Investment Joint Stock Company 584
UPCOM,NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Corporation
UPCOM,NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Nghe An Pharmaceutical Medical Material and Equipment Joint Stock Company
HNX,NTH,Công ty Cổ phần Thủy điện Nước Trong,Nuoc trong Thermal Power Joint Stock Company
HOSE,NTL,CTCP PT DO THI TU LIEM,Tu Liem Urban Development Joint Stock Company
HNX,NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Tien Phong Plastics Joint Stock Company
UPCOM,NTT,Công ty Cổ phần Dệt - May Nha Trang,Nha Trang Textile & Garment Joint Stock Company
UPCOM,NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,Nhon Trach Water Supply Joint Stock Company
UPCOM,NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,Nha Trang Urban Environmental Joint Stock Company
HNX,NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,National Citizen Commercial Joint Stock Bank
HOSE,NVL,CTCP TD DT DIA OC NO VA,No Va Land Investment Group Corporation
HNX,NVL122001,,
UPCOM,NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,Vinh Phuc Water Supply Joint Stock Company
HOSE,NVT,CTCP BDS DL NINH VAN BAY,Ninh Van Bay Travel Real Estate Joint Stock Company
UPCOM,NWT,Công ty Cổ phần Vận tải Newway,Newway Transport Joint Stock Company
UPCOM,NXT,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,Kon Tum Construction Materials Supply And Production Joint Stock Company
HOSE,OCB,NH TMCP PHUONG DONG,Orient Commercial Joint Stock Bank
HNX,OCH,Công ty Cổ phần One Capital Hospitality,One Capital Hospitality Joint Stock Company
UPCOM,ODE,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,ODE Media and Entertainment Group Joint Stock Company
HOSE,OGC,CTCP TAP DOAN DAI DUONG,Ocean Group Joint Stock Company
UPCOM,OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,PetroVietnam Oil Corporation
HNX,ONE,Công ty Cổ phần Công nghệ ONE,One Technologies Corporation
UPCOM,ONW,Công ty Cổ phần Dịch vụ Một Thế giới,One World Services Joint Stock Company
HOSE,OPC,CTY CP DUOC PHAM OPC,OPC Pharmaceutial Joint Stock Company
HOSE,ORS,CTCP CK TIEN PHONG,Tien Phong Securities Corporation
HOSE,PAC,CTCP PIN AC QUY MIEN NAM,Dry Cell and Storage Battery JointStock Company
UPCOM,PAI,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",Petroleum Information Technology Telecom and Automation Joint Stock Company
HOSE,PAN,CTCP TAP DOAN PAN,The PAN Group Joint Stock Company
UPCOM,PAP,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Petro Vietnam Phuoc An Port Investment & Operation Join Stock Company
UPCOM,PAS,Công ty Cổ phần Quốc tế Phương Anh,Phuong Anh International Joint Stock Company
